191 6333.33 1 0.701909 12.0411 284.248 -0.173492 0.432761 0.0676851 -0.810376
192 6366.67 1 9.52904 12.6116 291.95 -0.177622 0.451356 0.0762271 -0.780636
193 6400 1 18.0998 14.1239 295.43 -0.161485 0.458812 0.0778567 -0.74223
194 6433.33 1 25.6249 14.8608 295.835 -0.150242 0.417376 0.0798864 -0.640048
195 6466.67 1 31.7815 14.9848 292.379 -0.141248 0.325329 0.0700732 -0.567834
196 6500 1 36.1199 14.6282 284.656 -0.127778 0.231384 0.0627814 -0.541416
197 6533.33 1 38.5677 14.1267 276.576 -0.112209 0.168765 0.051123 -0.476526
198 6566.67 1 39.7107 14.5285 263.703 -0.0734429 0.116401 0.0295051 -0.48649
199 6600 1 39.0154 13.6809 251.684 -0.0661277 0.100086 0.0107066 -0.465305
200 6633.33 1 38.741 13.0871 245.452 -0.058853 0.0897084 -0.000584836 -0.453279
201 6666.67 1 38.7569 12.2741 241.82 -0.0666112 0.0690108 -0.0158816 -0.431577
202 6700 1 38.7179 11.2494 238.659 -0.092859 0.0467072 -0.0336758 -0.403506
203 6733.33 1 38.5253 10.8071 235.028 -0.107716 0.0237617 -0.05712 -0.364019
204 6766.67 1 35.5299 10.3753 222.054 -0.0256037 0.0649068 -0.0698945 -0.335369
205 6800 1 34.7748 10.4189 212.4 0.00520424 0.0632023 -0.0746807 -0.308225
206 6833.33 1 34.6445 8.59937 205.361 0.0157501 0.0468481 -0.0533543 -0.297288
207 6866.67 1 35.6107 7.01772 200.981 0.0236004 0.0216217 -0.0409966 -0.356119
208 6900 1 35.329 5.53792 196.871 0.0280853 0.0055513 -0.0289159 -0.285643
209 6933.33 1 34.3676 3.45314 193.761 0.0370429 -0.000827864 -0.0197676 -0.278238
210 6966.67 1 32.614 -0.0376897 191.148 0.0405761 0.00344062 0.0214142 -0.306544
211 7000 1 31.8508 -2.22047 188.455 0.0546374 -0.00972544 0.0520104 -0.337478
212 7033.33 1 33.0953 -3.62429 187.018 0.0476055 -0.0269475 0.0599405 -0.304518
213 7066.67 1 34.9245 -5.29342 185.702 0.0460189 -0.0751056 0.0661813 -0.296741
214 7100 1 33.5285 -5.15192 182.975 0.0330362 -0.0745687 0.0386044 -0.290708
215 7133.33 1 100.809 1.27229 190.486 -0.119714 -0.221534 -0.0674981 -0.511705
216 7166.67 1 100.593 1.88739 194.515 -0.106804 -0.283422 -0.0842365 -0.443395
217 7200 1 102.112 2.44722 197.335 -0.129107 -0.318687 -0.0866882 -0.439889
218 7233.33 1 103.8 2.83042 197.893 -0.150083 -0.343755 -0.0820722 -0.429199
219 7266.67 1 104.474 3.22208 197.787 -0.168119 -0.36721 -0.0906405 -0.430807
220 7300 1 103.704 3.91686 197.794 -0.177107 -0.378836 -0.102633 -0.43671
221 7333.33 1 101.305 4.58142 198.739 -0.179833 -0.370091 -0.114644 -0.457013
222 7366.67 1 97.4839 4.88133 198.163 -0.179709 -0.365059 -0.127777 -0.44592
223 7400 1 95.1201 5.22435 196.228 -0.170212 -0.351555 -0.129096 -0.446428
